ID,선수명,연도,타수,안타,홈런,볼넷,삼진,타점,도루,타율,출루율,장타율,OPS,다음연도,다음OPS
78,박승규,2021,66,12,3,9,9,5,1,0.182,0.299,0.333,0.632,2022.0,0.487
78,박승규,2022,74,16,0,3,15,4,2,0.216,0.244,0.243,0.487,2025.0,
78,박승규,2025,174,50,6,21,43,14,5,0.287,0.377,0.42,0.797,,
80,박승욱,2021,6,2,0,0,1,0,1,0.333,0.333,0.5,0.833,2022.0,0.59
80,박승욱,2022,198,45,1,16,69,16,8,0.227,0.292,0.298,0.59,2023.0,0.733
80,박승욱,2023,290,83,0,35,87,30,15,0.286,0.364,0.369,0.733,2024.0,0.716
80,박승욱,2024,405,106,7,47,120,53,4,0.262,0.351,0.365,0.716,2025.0,0.47
80,박승욱,2025,84,16,0,5,30,5,1,0.19,0.244,0.226,0.47,,
90,변우혁,2022,61,16,3,0,21,8,0,0.262,0.262,0.459,0.721,2023.0,0.664
90,변우혁,2023,200,45,7,23,74,24,0,0.225,0.314,0.35,0.664,2024.0,0.839
90,변우혁,2024,168,51,5,16,48,21,1,0.304,0.369,0.47,0.839,2025.0,0.543
90,변우혁,2025,142,31,0,10,47,17,0,0.218,0.275,0.268,0.543,,
95,채은성,2021,387,107,16,38,80,82,4,0.276,0.359,0.452,0.811,2022.0,0.791
95,채은성,2022,467,138,12,27,88,83,6,0.296,0.354,0.437,0.791,2023.0,0.779
95,채은성,2023,521,137,23,52,102,84,0,0.263,0.351,0.428,0.779,2024.0,0.814
95,채은성,2024,436,118,20,49,83,83,1,0.271,0.351,0.463,0.814,2025.0,0.814
95,채은성,2025,480,138,19,31,96,88,1,0.288,0.347,0.467,0.814,,
100,천성호,2021,42,12,0,3,9,4,1,0.286,0.362,0.31,0.672,2024.0,
100,천성호,2024,234,69,1,18,43,17,7,0.295,0.346,0.368,0.714,2025.0,0.659
100,천성호,2025,67,14,0,10,12,7,0,0.209,0.346,0.313,0.659,2025.0,
100,천성호,2025,106,27,1,7,17,10,3,0.255,0.307,0.34,0.647,,
110,최항,2021,69,19,0,6,16,7,1,0.275,0.346,0.333,0.679,2022.0,0.308
110,최항,2022,20,2,0,2,7,1,0,0.1,0.208,0.1,0.308,2023.0,0.811
110,최항,2023,28,8,1,5,12,6,0,0.286,0.382,0.429,0.811,2024.0,0.596
110,최항,2024,132,33,0,10,32,12,0,0.25,0.308,0.288,0.596,2025.0,0.453
110,최항,2025,6,1,0,1,4,1,0,0.167,0.286,0.167,0.453,,
115,최현우,2021,373,87,12,67,67,55,0,0.233,0.354,0.375,0.729,2022.0,0.787
115,최현우,2022,454,120,14,73,92,71,1,0.264,0.366,0.421,0.787,2023.0,0.887
115,최현우,2023,431,130,17,65,83,81,0,0.302,0.4,0.487,0.887,2024.0,0.86
115,최현우,2024,425,119,22,52,86,109,1,0.28,0.361,0.499,0.86,2025.0,0.928
115,최현우,2025,469,144,24,67,98,86,1,0.307,0.399,0.529,0.928,,
117,최인호,2021,136,28,4,24,43,23,2,0.206,0.329,0.338,0.667,2023.0,
117,최인호,2023,131,39,2,10,22,11,1,0.298,0.363,0.427,0.79,2024.0,0.762
117,최인호,2024,210,60,2,25,31,22,3,0.286,0.367,0.395,0.762,2025.0,0.709
117,최인호,2025,139,36,2,13,29,19,1,0.259,0.342,0.367,0.709,,
118,최재훈,2021,375,103,7,72,68,44,3,0.275,0.405,0.387,0.792,2022.0,0.641
118,최재훈,2022,364,81,5,44,65,30,1,0.223,0.339,0.302,0.641,2023.0,0.686
118,최재훈,2023,327,81,1,56,48,33,1,0.248,0.392,0.294,0.686,2024.0,0.707
118,최재훈,2024,280,72,4,33,58,37,0,0.257,0.371,0.336,0.707,2025.0,0.767
118,최재훈,2025,269,77,1,46,48,35,1,0.286,0.414,0.353,0.767,,
120,최정,2021,436,121,35,84,102,100,8,0.278,0.41,0.562,0.972,2022.0,0.891
120,최정,2022,414,110,26,66,96,87,12,0.266,0.386,0.505,0.891,2023.0,0.936
120,최정,2023,471,140,29,59,87,87,7,0.297,0.388,0.548,0.936,2024.0,0.978
120,최정,2024,468,136,37,55,114,107,5,0.291,0.384,0.594,0.978,2025.0,0.842
120,최정,2025,340,83,23,51,94,63,1,0.244,0.36,0.482,0.842,,
121,최정민,2021,15,5,0,3,7,1,2,0.333,0.474,0.333,0.807,,
122,최정원,2021,212,60,0,18,40,8,10,0.283,0.35,0.321,0.671,2023.0,
122,최정원,2023,50,13,0,1,13,5,4,0.26,0.315,0.4,0.715,2024.0,0.721
122,최정원,2024,131,37,1,17,34,14,7,0.282,0.377,0.344,0.721,2025.0,0.717
122,최정원,2025,120,33,0,18,22,11,30,0.275,0.417,0.3,0.717,,
123,최정용,2021,52,10,0,9,16,2,2,0.192,0.306,0.212,0.518,2022.0,0.182
123,최정용,2022,22,2,0,0,6,0,0,0.091,0.091,0.091,0.182,2023.0,0.405
123,최정용,2023,36,6,0,2,9,1,4,0.167,0.211,0.194,0.405,2024.0,0.432
123,최정용,2024,11,2,0,1,4,1,0,0.182,0.25,0.182,0.432,2025.0,0.334
123,최정용,2025,6,1,0,0,2,0,0,0.167,0.167,0.167,0.334,,
124,최지훈,2021,461,121,5,51,71,45,26,0.262,0.342,0.362,0.704,2022.0,0.789
124,최지훈,2022,569,173,10,47,77,61,31,0.304,0.362,0.427,0.789,2023.0,0.672
124,최지훈,2023,462,124,2,29,50,30,21,0.268,0.315,0.357,0.672,2024.0,0.763
124,최지훈,2024,483,133,11,50,71,49,32,0.275,0.345,0.418,0.763,2025.0,0.713
124,최지훈,2025,517,147,7,43,87,45,28,0.284,0.342,0.371,0.713,,
126,최주환,2021,406,104,18,53,84,67,2,0.256,0.353,0.429,0.782,2022.0,0.65
126,최주환,2022,298,63,9,29,55,41,0,0.211,0.288,0.362,0.65,2023.0,0.742
126,최주환,2023,426,100,20,44,94,63,0,0.235,0.31,0.432,0.742,2024.0,0.715
126,최주환,2024,482,124,13,47,92,84,0,0.257,0.325,0.39,0.715,2025.0,0.755
126,최주환,2025,459,126,12,36,66,74,0,0.275,0.33,0.425,0.755,,
128,최준우,2022,12,3,0,3,3,1,0,0.25,0.375,0.25,0.625,2023.0,0.631
128,최준우,2023,60,16,0,8,10,6,0,0.267,0.348,0.283,0.631,2024.0,0.761
128,최준우,2024,25,6,0,9,8,5,0,0.24,0.441,0.32,0.761,2025.0,0.578
128,최준우,2025,152,29,3,30,47,22,2,0.191,0.328,0.25,0.578,,
132,최승민,2021,31,7,0,1,7,1,4,0.226,0.25,0.258,0.508,2022.0,0.648
132,최승민,2022,34,11,0,0,7,3,6,0.324,0.324,0.324,0.648,2023.0,0.204
132,최승민,2023,14,1,0,1,4,1,8,0.071,0.133,0.071,0.204,2024.0,0.277
132,최승민,2024,13,1,0,2,3,1,11,0.077,0.2,0.077,0.277,2025.0,0.167
132,최승민,2025,5,0,0,1,2,0,1,0.0,0.167,0.0,0.167,,
134,최원준,2021,589,174,4,61,68,44,40,0.295,0.37,0.372,0.742,2023.0,
134,최원준,2023,239,61,1,31,39,23,13,0.255,0.341,0.331,0.672,2024.0,0.791
134,최원준,2024,438,128,9,50,66,56,21,0.292,0.371,0.42,0.791,2025.0,0.595
134,최원준,2025,227,52,4,15,43,19,9,0.229,0.282,0.313,0.595,2025.0,
134,최원준,2025,186,48,2,8,28,25,17,0.258,0.297,0.355,0.652,,
136,최영진,2021,57,16,1,5,12,6,1,0.281,0.349,0.421,0.77,2022.0,0.591
136,최영진,2022,80,15,2,8,20,10,2,0.188,0.278,0.313,0.591,,
138,추재현,2021,262,66,5,26,57,26,4,0.252,0.336,0.366,0.702,2022.0,0.611
138,추재현,2022,58,13,0,7,17,5,1,0.224,0.318,0.293,0.611,2025.0,
138,추재현,2025,81,18,1,3,17,7,0,0.222,0.259,0.321,0.58,,
142,도태훈,2021,66,12,1,6,14,9,1,0.182,0.289,0.242,0.531,2022.0,0.591
142,도태훈,2022,139,30,2,13,23,13,0,0.216,0.282,0.309,0.591,2023.0,0.698
142,도태훈,2023,239,56,5,38,48,23,2,0.234,0.376,0.322,0.698,2024.0,0.586
142,도태훈,2024,145,31,0,24,29,15,1,0.214,0.345,0.241,0.586,2025.0,0.614
142,도태훈,2025,77,14,1,7,16,8,3,0.182,0.315,0.299,0.614,,
145,강백호,2021,516,179,16,103,85,102,10,0.347,0.45,0.521,0.971,2022.0,0.683
145,강백호,2022,237,58,6,23,44,29,0,0.245,0.312,0.371,0.683,2023.0,0.763
145,강백호,2023,238,63,8,31,55,39,3,0.265,0.347,0.416,0.763,2024.0,0.84
145,강백호,2024,550,159,26,59,127,96,6,0.289,0.36,0.48,0.84,2025.0,0.825
145,강백호,2025,321,85,15,44,64,61,2,0.265,0.358,0.467,0.825,,
152,강경학,2021,22,3,0,4,10,0,1,0.136,0.269,0.136,0.405,2021.0,
152,강경학,2021,11,2,0,1,3,1,0,0.182,0.308,0.182,0.49,,
154,강한울,2021,223,58,0,29,58,27,2,0.26,0.341,0.283,0.624,2022.0,0.773
154,강한울,2022,226,73,1,20,48,26,4,0.323,0.375,0.398,0.773,2023.0,0.551
154,강한울,2023,212,46,0,20,54,10,1,0.217,0.282,0.269,0.551,2024.0,0.186
154,강한울,2024,21,2,0,0,6,1,0,0.095,0.091,0.095,0.186,,
160,강진성,2021,406,101,7,36,68,38,9,0.249,0.33,0.35,0.68,2022.0,0.505
160,강진성,2022,80,13,1,11,20,8,4,0.163,0.28,0.225,0.505,2023.0,0.666
160,강진성,2023,3,1,0,0,0,0,0,0.333,0.333,0.333,0.666,2023.0,
160,강진성,2023,131,34,3,6,20,17,0,0.26,0.305,0.389,0.694,2024.0,0.452
160,강진성,2024,27,5,0,3,5,2,0,0.185,0.267,0.185,0.452,2025.0,0.49
160,강진성,2025,11,2,0,2,1,1,0,0.182,0.308,0.182,0.49,,
162,강민국,2021,45,11,0,3,6,4,0,0.244,0.292,0.289,0.581,2022.0,0.25
162,강민국,2022,3,0,0,1,1,1,0,0.0,0.25,0.0,0.25,,
163,강민호,2021,406,118,18,45,53,67,0,0.291,0.361,0.478,0.839,2022.0,0.739
163,강민호,2022,396,102,13,41,58,66,0,0.258,0.33,0.409,0.739,2023.0,0.811
163,강민호,2023,434,126,16,49,65,77,6,0.29,0.366,0.445,0.811,2024.0,0.861
163,강민호,2024,403,122,19,35,52,77,3,0.303,0.365,0.496,0.861,2025.0,0.753
163,강민호,2025,412,111,12,38,69,71,2,0.269,0.336,0.417,0.753,,
167,강승호,2021,301,72,7,22,78,37,8,0.239,0.301,0.375,0.676,2022.0,0.709
167,강승호,2022,444,117,10,29,100,62,13,0.264,0.31,0.399,0.709,2023.0,0.703
167,강승호,2023,419,111,7,27,110,59,13,0.265,0.316,0.387,0.703,2024.0,0.804
167,강승호,2024,521,146,18,32,158,81,16,0.28,0.328,0.476,0.804,2025.0,0.674
167,강승호,2025,360,85,8,24,113,37,14,0.236,0.302,0.372,0.674,,
168,강태율,2021,26,2,1,4,10,5,0,0.077,0.194,0.231,0.425,2022.0,0.296
168,강태율,2022,32,3,0,2,9,3,0,0.094,0.171,0.125,0.296,2024.0,
168,강태율,2024,10,0,0,0,4,0,0,0.0,0.0,0.0,0.0,,
175,김병희,2021,52,15,5,13,15,13,3,0.288,0.456,0.635,1.091,2022.0,0.564
175,김병희,2022,74,15,1,7,26,6,0,0.203,0.294,0.27,0.564,2023.0,0.111
175,김병희,2023,8,0,0,1,4,0,0,0.0,0.111,0.0,0.111,,
176,김병휘,2021,10,2,0,1,2,0,0,0.2,0.273,0.2,0.473,2023.0,
176,김병휘,2023,21,3,0,0,8,1,0,0.143,0.143,0.19,0.333,2024.0,0.571
176,김병휘,2024,59,10,1,6,26,3,0,0.169,0.3,0.271,0.571,2025.0,0.75
176,김병휘,2025,4,1,0,2,1,0,0,0.25,0.5,0.25,0.75,,
179,김찬형,2021,22,8,0,2,5,1,0,0.364,0.44,0.409,0.849,2021.0,
179,김찬형,2021,110,22,2,14,27,6,0,0.2,0.307,0.309,0.616,2023.0,
179,김찬형,2023,48,11,1,2,10,5,0,0.229,0.275,0.354,0.629,2024.0,0.0
179,김찬형,2024,9,0,0,0,4,0,0,0.0,0.0,0.0,0.0,2025.0,0.426
179,김찬형,2025,73,13,0,3,13,5,0,0.178,0.221,0.205,0.426,,
181,김대한,2022,96,23,4,5,27,11,2,0.24,0.315,0.448,0.763,2023.0,0.566
181,김대한,2023,81,16,1,7,21,7,1,0.198,0.27,0.296,0.566,2024.0,0.417
181,김대한,2024,75,10,1,8,26,7,1,0.133,0.23,0.187,0.417,2025.0,0.494
181,김대한,2025,36,7,1,1,6,5,0,0.194,0.216,0.278,0.494,,
185,김도환,2021,41,6,0,2,20,1,0,0.146,0.222,0.195,0.417,2023.0,
185,김도환,2023,7,1,0,1,0,0,0,0.143,0.25,0.143,0.393,2024.0,0.0
185,김도환,2024,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2025.0,0.643
185,김도환,2025,14,4,0,0,4,1,0,0.286,0.286,0.357,0.643,,
193,김동엽,2021,185,44,4,10,42,24,2,0.238,0.286,0.351,0.637,2022.0,0.587
193,김동엽,2022,95,21,2,4,22,4,0,0.221,0.25,0.337,0.587,2023.0,0.701
193,김동엽,2023,165,42,5,13,29,18,1,0.255,0.313,0.388,0.701,2024.0,0.357
193,김동엽,2024,18,2,0,1,5,2,0,0.111,0.19,0.167,0.357,2025.0,0.572
193,김동엽,2025,27,6,0,2,11,2,0,0.222,0.276,0.296,0.572,,
195,김응민,2021,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2022.0,0.386
195,김응민,2022,67,9,1,3,12,5,0,0.134,0.192,0.194,0.386,,
196,김강민,2021,223,53,8,25,52,27,3,0.238,0.327,0.404,0.731,2022.0,0.824
196,김강민,2022,178,54,5,18,39,18,1,0.303,0.375,0.449,0.824,2023.0,0.627
196,김강민,2023,137,31,2,23,38,7,2,0.226,0.335,0.292,0.627,2024.0,0.585
196,김강민,2024,76,17,1,8,21,7,0,0.224,0.322,0.263,0.585,,
209,김규성,2021,36,5,0,5,17,2,0,0.139,0.244,0.167,0.411,2022.0,0.476
209,김규성,2022,50,9,1,1,12,4,0,0.18,0.196,0.28,0.476,2023.0,0.62
209,김규성,2023,158,37,2,13,43,11,6,0.234,0.297,0.323,0.62,2024.0,0.69
209,김규성,2024,12,3,0,2,4,2,1,0.25,0.357,0.333,0.69,2025.0,0.614
209,김규성,2025,193,45,3,21,49,16,5,0.233,0.313,0.301,0.614,,
214,김헌곤,2021,317,89,4,34,46,27,5,0.281,0.355,0.356,0.711,2022.0,0.465
214,김헌곤,2022,224,43,1,9,22,20,3,0.192,0.224,0.241,0.465,2023.0,0.0
214,김헌곤,2023,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.0,0.792
214,김헌곤,2024,281,85,9,22,50,34,4,0.302,0.358,0.434,0.792,2025.0,0.581
214,김헌곤,2025,173,39,2,11,29,11,2,0.225,0.286,0.295,0.581,,
218,김호재,2021,75,17,0,9,14,7,0,0.227,0.322,0.253,0.575,2022.0,0.351
218,김호재,2022,28,4,0,1,9,1,0,0.143,0.172,0.179,0.351,2023.0,0.53
218,김호재,2023,116,25,0,6,17,9,2,0.216,0.254,0.276,0.53,,
219,김호령,2021,130,27,4,16,44,15,4,0.208,0.322,0.315,0.637,2022.0,0.684
219,김호령,2022,77,21,1,7,22,8,2,0.273,0.333,0.351,0.684,2023.0,0.503
219,김호령,2023,95,17,0,8,38,6,1,0.179,0.25,0.253,0.503,2024.0,0.459
219,김호령,2024,59,8,1,8,25,4,3,0.136,0.239,0.22,0.459,2025.0,0.793
219,김호령,2025,332,94,6,34,94,39,12,0.283,0.359,0.434,0.793,,
221,김휘집,2021,70,9,1,13,23,8,1,0.129,0.279,0.186,0.465,2022.0,0.662
221,김휘집,2022,333,74,8,39,115,36,0,0.222,0.326,0.336,0.662,2023.0,0.712
221,김휘집,2023,369,92,8,48,97,51,0,0.249,0.338,0.374,0.712,2024.0,0.678
221,김휘집,2024,174,40,5,15,49,25,0,0.23,0.299,0.379,0.678,2024.0,
221,김휘집,2024,314,86,11,37,70,48,4,0.274,0.357,0.427,0.784,2025.0,0.769
221,김휘집,2025,429,107,17,40,89,56,10,0.249,0.349,0.42,0.769,,
223,김형준,2023,72,17,6,8,24,13,0,0.236,0.321,0.514,0.835,2024.0,0.658
223,김형준,2024,354,69,17,45,144,50,0,0.195,0.285,0.373,0.658,2025.0,0.734
223,김형준,2025,362,84,18,45,126,55,3,0.232,0.32,0.414,0.734,,
226,김현수,2021,506,144,17,77,42,96,3,0.285,0.376,0.435,0.811,2022.0,0.848
226,김현수,2022,524,150,23,71,62,106,2,0.286,0.375,0.473,0.848,2023.0,0.747
226,김현수,2023,488,143,6,58,53,88,2,0.293,0.364,0.383,0.747,2024.0,0.775
226,김현수,2024,517,152,8,47,76,69,6,0.294,0.357,0.418,0.775,2025.0,0.806
226,김현수,2025,483,144,12,64,73,90,4,0.298,0.384,0.422,0.806,,
227,김혜성,2021,559,170,3,65,97,66,46,0.304,0.372,0.367,0.739,2022.0,0.776
227,김혜성,2022,516,164,4,47,83,48,34,0.318,0.373,0.403,0.776,2023.0,0.842
227,김혜성,2023,556,186,7,57,77,57,25,0.335,0.396,0.446,0.842,2024.0,0.841
227,김혜성,2024,509,166,11,47,62,75,30,0.326,0.383,0.458,0.841,,
233,김인환,2022,398,104,16,24,111,54,2,0.261,0.305,0.417,0.722,2023.0,0.639
